trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
71,False,"{'a': 0.5, 'e': 0.6449999999999997}",30,0,-47.49387135698929,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
72,False,"{'a': 0.5, 'e': 0.6399999999999997}",20,0,-105.61494055612029,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
73,False,"{'a': 0.5, 'e': 0.6349999999999997}",25,0,-111.27045290025481,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
74,False,"{'a': 0.5, 'e': 0.6299999999999997}",20,0,-23.164710865944375,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
75,False,"{'a': 0.5, 'e': 0.6249999999999997}",20,3,5.523879381154399,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.5, 'e': 0.6199999999999997}",25,11,-32.451491767886765,"{0: 8, 1: 3, 2: 3, 3: 0, 4: 0}",1
77,False,"{'a': 0.5, 'e': 0.6149999999999997}",30,0,-145.558174105804,"{0: 19, 1: 1, 2: 6, 3: 3, 4: 1}",0
78,False,"{'a': 0.5, 'e': 0.6099999999999997}",25,2,-47.80914685356836,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 0}",1
79,False,"{'a': 0.5, 'e': 0.6049999999999996}",20,0,-64.66036168557541,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
80,False,"{'a': 0.5, 'e': 0.5999999999999996}",20,0,-31.254174567061476,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
81,False,"{'a': 0.5, 'e': 0.5949999999999996}",20,0,-75.65960453309683,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
82,False,"{'a': 0.5, 'e': 0.5899999999999996}",25,0,7.159026202261595,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
83,False,"{'a': 0.5, 'e': 0.5849999999999996}",25,12,-26.067634733447978,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
84,False,"{'a': 0.5, 'e': 0.5799999999999996}",30,0,-40.254470886403126,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
85,False,"{'a': 0.5, 'e': 0.5749999999999996}",25,0,-39.57172229206141,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
86,False,"{'a': 0.5, 'e': 0.5699999999999996}",30,0,-197.29901736170385,"{0: 20, 1: 1, 2: 4, 3: 1, 4: 4}",0
87,False,"{'a': 0.5, 'e': 0.5649999999999996}",30,0,-98.83001655707332,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
88,False,"{'a': 0.5, 'e': 0.5599999999999996}",20,7,-23.94638165298062,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
89,False,"{'a': 0.5, 'e': 0.5549999999999996}",20,0,-35.13341787577012,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
90,False,"{'a': 0.5, 'e': 0.5499999999999996}",30,0,-73.53967375959247,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
91,False,"{'a': 0.5, 'e': 0.5449999999999996}",20,0,-7.706476529699003,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
92,False,"{'a': 0.5, 'e': 0.5399999999999996}",20,0,-39.98837175576843,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
93,False,"{'a': 0.5, 'e': 0.5349999999999996}",20,12,-19.777437715482222,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
